Sym,Date,Open,High,Low,Close,Volume,Adj Close
GOOG,4/7/2010,567.3,568.75,561.86,563.54,2581000,563.54
GOOG,4/6/2010,569.46,570.89,565.4,568.22,2060100,568.22
GOOG,4/5/2010,570.9,574.88,569,571.01,1901500,571.01
GOOG,4/1/2010,571.35,573.45,565.55,568.8,2102700,568.8
GOOG,3/31/2010,565.05,569.74,562.81,567.12,3030800,567.12
GOOG,3/30/2010,562.83,567.63,560.28,566.71,1977900,566.71
GOOG,3/29/2010,563,564.72,560.57,562.45,3104500,562.45
GOOG,3/26/2010,565.27,567.39,560.02,562.69,2696200,562.69
GOOG,3/25/2010,559.02,572,558.66,562.88,3930900,562.88
GOOG,3/24/2010,545.51,559.85,539.7,557.33,6565200,557.33
GOOG,3/23/2010,557.04,558.31,542,549,5501300,549
GOOG,3/22/2010,556.11,566.85,554.28,557.5,4004800,557.5
GOOG,3/19/2010,566.23,568,557.28,560,4792400,560
GOOG,3/18/2010,564.72,568.44,562.96,566.4,1777200,566.4
GOOG,3/17/2010,568.3,571.45,564.25,565.56,3321600,565.56
GOOG,3/16/2010,561.83,568.42,560.76,565.2,3431500,565.2
GOOG,3/15/2010,566.68,569.45,556,563.18,4653900,563.18
GOOG,3/12/2010,588.14,588.28,579.16,579.54,2753400,579.54
GOOG,3/11/2010,574.26,586.21,574.2,581.14,4233300,581.14
GOOG,3/10/2010,563.76,578.5,562.21,576.45,5654900,576.45
GOOG,3/9/2010,559.85,564.66,556.5,560.19,3176600,560.19
GOOG,3/8/2010,564.78,565.18,561.01,562.48,2386400,562.48
GOOG,3/5/2010,561.35,567.67,559.9,564.21,3912200,564.21
GOOG,3/4/2010,546.5,556.13,546.2,554.59,3183800,554.59
GOOG,3/3/2010,542.36,548.12,539.25,545.32,3089400,545.32
GOOG,3/2/2010,535.48,545.66,535.01,541.06,4356800,541.06
GOOG,3/1/2010,529.2,533.29,527.74,532.69,2237900,532.69
GOOG,2/26/2010,527.42,531.75,523.48,526.8,2049300,526.8
GOOG,2/25/2010,527.12,528.49,520,526.43,3309200,526.43
GOOG,2/24/2010,533.98,538.44,530.51,531.47,2326600,531.47
GOOG,2/23/2010,543,543.63,532.29,535.07,2872600,535.07
GOOG,2/22/2010,547.35,547.5,541,542.8,2144600,542.8
GOOG,2/19/2010,540.53,544.03,539.7,540.76,2553100,540.76
GOOG,2/18/2010,537.54,545.01,536.14,543.22,2336900,543.22
GOOG,2/17/2010,542,543.4,537.61,538.21,2029700,538.21
GOOG,2/16/2010,536.87,544.13,534.3,541.3,3654400,541.3
GOOG,2/12/2010,532.97,537.15,530.5,533.12,2279700,533.12
GOOG,2/11/2010,533.32,540.49,529.5,536.4,2410000,536.4
GOOG,2/10/2010,534.07,537.79,527.69,534.45,2674500,534.45
GOOG,2/9/2010,539.54,541.53,535.07,536.44,2819600,536.44
GOOG,2/8/2010,532.5,542,531.53,533.47,2694300,533.47
GOOG,2/5/2010,528.4,533.5,522.46,531.29,3156000,531.29
GOOG,2/4/2010,537,538,525.56,526.78,3377700,526.78
GOOG,2/3/2010,528.67,542.1,528.23,540.82,2999100,540.82
GOOG,2/2/2010,534.96,534.96,527.61,531.12,4096200,531.12
GOOG,2/1/2010,534.6,535.81,530.3,533.02,2250800,533.02
GOOG,1/29/2010,538.49,540.99,525.61,529.94,4140500,529.94
GOOG,1/28/2010,544.49,547,530.6,534.29,3229100,534.29
GOOG,1/27/2010,541.27,547.65,535.31,542.1,3964400,542.1
GOOG,1/26/2010,537.97,549.6,536.29,542.42,4355500,542.42
GOOG,1/25/2010,546.59,549.88,535.51,540,4419900,540
GOOG,1/22/2010,564.5,570.6,534.86,550.01,6800400,550.01
GOOG,1/21/2010,583.44,586.82,572.25,582.98,6307700,582.98
GOOG,1/20/2010,585.98,585.98,575.29,580.41,3250700,580.41
GOOG,1/19/2010,581.2,590.42,576.29,587.62,4316700,587.62
GOOG,1/15/2010,593.34,593.56,578.04,580,5434500,580
GOOG,1/14/2010,583.9,594.2,582.81,589.85,4240100,589.85
GOOG,1/13/2010,576.49,588.38,573.9,587.09,6496600,587.09
GOOG,1/12/2010,597.65,598.16,588,590.48,4853300,590.48
GOOG,1/11/2010,604.46,604.46,594.04,601.11,7212900,601.11
GOOG,1/8/2010,592,603.25,589.11,602.02,4724300,602.02
GOOG,1/7/2010,609.4,610,592.65,594.1,6414300,594.1
GOOG,1/6/2010,625.86,625.86,606.36,608.26,3978700,608.26
GOOG,1/5/2010,627.18,627.84,621.54,623.99,3004700,623.99
GOOG,1/4/2010,626.95,629.51,624.24,626.75,1956200,626.75
GOOG,12/31/2009,624.75,625.4,619.98,619.98,1219800,619.98
GOOG,12/30/2009,618.5,622.73,618.01,622.73,1465600,622.73
GOOG,12/29/2009,624.74,624.84,618.29,619.4,1424800,619.4
GOOG,12/28/2009,621.66,625.99,618.48,622.87,1697900,622.87
GOOG,12/24/2009,612.93,619.52,612.27,618.48,858700,618.48
GOOG,12/23/2009,603.5,612.87,602.85,611.68,2072700,611.68
GOOG,12/22/2009,601.34,601.5,598.85,601.12,1880800,601.12
GOOG,12/21/2009,597.61,599.84,595.67,598.68,2571200,598.68
GOOG,12/18/2009,596.03,598.93,595,596.42,3531500,596.42
GOOG,12/17/2009,596.44,597.64,593.76,593.94,2638800,593.94
GOOG,12/16/2009,598.6,600.37,596.64,597.76,2809400,597.76
GOOG,12/15/2009,593.3,596.38,590.99,593.14,2280400,593.14
GOOG,12/14/2009,595.35,597.31,592.61,595.73,1913400,595.73
GOOG,12/11/2009,594.68,594.75,587.73,590.51,1720000,590.51
GOOG,12/10/2009,590.44,594.71,590.41,591.5,1668300,591.5
GOOG,12/9/2009,587.5,589.33,583.58,589.02,1781000,589.02
GOOG,12/8/2009,583.5,590.66,582,587.05,1524000,587.05
GOOG,12/7/2009,584.21,588.69,581,586.25,1636200,586.25
GOOG,12/4/2009,593.02,594.83,579.18,585.01,2513600,585.01
GOOG,12/3/2009,589.04,591.45,585,585.74,1428700,585.74
GOOG,12/2/2009,591,593.01,586.22,587.51,1663200,587.51
GOOG,12/1/2009,588.13,591.22,583,589.87,2320300,589.87
GOOG,11/30/2009,580.63,583.67,577.11,583,1725100,583
GOOG,11/27/2009,572,582.46,570.97,579.76,1384600,579.76
GOOG,11/25/2009,586.41,587.06,582.69,585.74,1461200,585.74
GOOG,11/24/2009,582.52,584.29,576.54,583.09,1605200,583.09
GOOG,11/23/2009,576.49,586.6,575.86,582.35,2547500,582.35
GOOG,11/20/2009,569.5,571.6,569.4,569.96,2006200,569.96
GOOG,11/19/2009,573.77,574,570,572.99,2168000,572.99
GOOG,11/18/2009,576.65,578.78,572.07,576.65,1549600,576.65
GOOG,11/17/2009,574.87,577.5,573.72,577.49,1916700,577.49
GOOG,11/16/2009,575,576.99,572.78,576.28,2199200,576.28
GOOG,11/13/2009,569.29,572.51,566.61,572.05,1666800,572.05
GOOG,11/12/2009,569.56,572.9,565.5,567.85,1886300,567.85
GOOG,11/11/2009,570.48,573.5,565.86,570.56,2319700,570.56
GOOG,11/10/2009,562.73,568.78,562,566.76,2230800,566.76
GOOG,11/9/2009,555.45,562.58,554.23,562.51,2649900,562.51
GOOG,11/6/2009,547.72,551.78,545.5,551.1,1826700,551.1
GOOG,11/5/2009,543.49,549.77,542.66,548.65,1847700,548.65
GOOG,11/4/2009,540.8,545.5,536.42,540.33,2332700,540.33
GOOG,11/3/2009,530.01,537.5,528.3,537.29,2380200,537.29
GOOG,11/2/2009,537.08,539.46,528.24,533.99,3202100,533.99
GOOG,10/30/2009,550,550.17,534.24,536.12,3468500,536.12
GOOG,10/29/2009,543.01,551.83,541,551.05,2522600,551.05
GOOG,10/28/2009,547.87,550,538.25,540.3,2567800,540.3
GOOG,10/27/2009,550.97,554.56,544.16,548.29,3216500,548.29
GOOG,10/26/2009,555.75,561.64,550.89,554.21,2970400,554.21
GOOG,10/23/2009,555.25,557.89,551.2,553.69,2392700,553.69
GOOG,10/22/2009,550,555,548,554.09,2336500,554.09
GOOG,10/21/2009,549.91,559.35,549,551.1,3670600,551.1
GOOG,10/20/2009,551.64,552.95,540.7,551.72,4043700,551.72
GOOG,10/19/2009,552.69,553.6,548.73,552.09,3217900,552.09
GOOG,10/16/2009,547.33,554.75,544.53,549.85,8841900,549.85
GOOG,10/15/2009,533.75,536.9,527.27,529.91,6100400,529.91
GOOG,10/14/2009,532.46,535.58,530,535.32,3258400,535.32
GOOG,10/13/2009,524.39,527.46,521.38,526.11,3037400,526.11
GOOG,10/12/2009,523.42,525.76,519.32,524.04,3322200,524.04
GOOG,10/9/2009,516.65,521.51,514.5,516.25,2738100,516.25
GOOG,10/8/2009,519.57,523.25,513.34,514.18,4303800,514.18
GOOG,10/7/2009,499,518.99,497.81,517.54,4874200,517.54
GOOG,10/6/2009,491.7,499.37,491.7,498.74,2732300,498.74
GOOG,10/5/2009,487.65,492.43,483.34,488.52,2144600,488.52
GOOG,10/2/2009,483.74,491.74,482.6,484.58,2600800,484.58
GOOG,10/1/2009,493,496.47,487,487.2,2813200,487.2
GOOG,9/30/2009,500,500.14,487.24,495.85,3141700,495.85
GOOG,9/29/2009,499.53,499.75,493.01,498.53,2099200,498.53
GOOG,9/28/2009,494.84,501.5,493.3,498.53,1839300,498.53
GOOG,9/25/2009,494.29,499.93,492,492.48,2049600,492.48
GOOG,9/24/2009,500.47,501.41,493,496.77,2527600,496.77
GOOG,9/23/2009,500.78,507,497.71,498.46,2704200,498.46
GOOG,9/22/2009,500.92,501.99,497.81,499.06,3041200,499.06
GOOG,9/21/2009,487.74,498.9,486.22,497,2116400,497
GOOG,9/18/2009,496.77,496.98,491.23,491.46,3283500,491.46
GOOG,9/17/2009,490.57,497.37,487.15,491.72,4483100,491.72
GOOG,9/16/2009,479.8,489.37,478.48,488.29,2585300,488.29
GOOG,9/15/2009,475.08,478.91,472.71,477.54,2398100,477.54
GOOG,9/14/2009,470.51,476.8,470.05,475.12,1975700,475.12
GOOG,9/11/2009,470.4,473.3,467.63,472.14,1902900,472.14
GOOG,9/10/2009,466.65,470.94,462,470.94,2534600,470.94
GOOG,9/9/2009,459.06,466.27,458.8,463.97,2195400,463.97
GOOG,9/8/2009,464.29,466.99,455.84,458.62,2656700,458.62
GOOG,9/4/2009,457.57,462.6,455.78,461.3,1499200,461.3
GOOG,9/3/2009,455.82,458.25,455,457.52,1646200,457.52
GOOG,9/2/2009,455.82,458.33,452.59,453.01,1804800,453.01
GOOG,9/1/2009,459.68,466.82,454.42,455.76,2594900,455.76
GOOG,8/31/2009,459.79,461.86,458,461.67,1957900,461.67
GOOG,8/28/2009,469.26,472.37,463.38,464.75,1771600,464.75
GOOG,8/27/2009,468.58,468.58,460.73,466.06,1998900,466.06
GOOG,8/26/2009,472.76,473,466.7,468,1987800,468
GOOG,8/25/2009,469.13,474.35,468.72,471.37,2341000,471.37
GOOG,8/24/2009,467.35,470.09,464.42,468.73,2453400,468.73
GOOG,8/21/2009,465.54,466.09,462.65,465.24,3560500,465.24
GOOG,8/20/2009,452,462.18,451.23,460.41,3998900,460.41
GOOG,8/19/2009,439.99,445,438.56,443.97,2255000,443.97
GOOG,8/18/2009,445.1,447.7,442.32,445.28,2351100,445.28
GOOG,8/17/2009,451.5,451.99,443.12,444.89,2620200,444.89
GOOG,8/14/2009,462.78,463.18,456.89,460,1675100,460
GOOG,8/13/2009,462.15,464.72,458.91,462.28,1995200,462.28
GOOG,8/12/2009,455.41,461.75,454.92,458.58,2341400,458.58
GOOG,8/11/2009,453.67,457.23,452.38,453.94,1712500,453.94
GOOG,8/10/2009,455.14,458.41,453.79,456.61,1742000,456.61
GOOG,8/7/2009,455.67,459.42,454.99,457.1,2543100,457.1
GOOG,8/6/2009,454.3,454.88,448.53,450.36,2110900,450.36
GOOG,8/5/2009,456,456.91,447.88,451.14,2342000,451.14
GOOG,8/4/2009,449.37,454,448.43,453.73,2389800,453.73
GOOG,8/3/2009,448.74,453.9,447.64,452.21,2590300,452.21
GOOG,7/31/2009,449.98,452.7,442.43,443.05,2860400,443.05
GOOG,7/30/2009,442.61,451.47,442.61,445.64,3198600,445.64
GOOG,7/29/2009,437.23,437.8,431.89,436.24,1987000,436.24
GOOG,7/28/2009,441,442.81,436.1,439.85,2532500,439.85
GOOG,7/27/2009,446.04,446.75,437.61,444.8,2504400,444.8
GOOG,7/24/2009,435.81,450.49,435,446.72,3626900,446.72
GOOG,7/23/2009,428.68,441.21,425.5,437.34,3478200,437.34
GOOG,7/22/2009,428,430.2,423.5,427.69,2586700,427.69
GOOG,7/21/2009,430.94,431.9,425.72,427.9,2968200,427.9
GOOG,7/20/2009,429.88,432.85,426.25,430.17,3153500,430.17
GOOG,7/17/2009,433,435.48,426.7,430.25,6854100,430.25
GOOG,7/16/2009,436.68,445.75,434.1,442.6,6554500,442.6
GOOG,7/15/2009,429.66,438.68,428.49,438.17,3777000,438.17
GOOG,7/14/2009,423.71,426.73,420.87,424.69,2895800,424.69
GOOG,7/13/2009,416.17,424.52,415.18,424.3,4045700,424.3
GOOG,7/10/2009,409.58,417.37,408.7,414.4,2926600,414.4
GOOG,7/9/2009,406.12,414.45,405.8,410.39,3275600,410.39
GOOG,7/8/2009,400,406,398.06,402.49,3441200,402.49
GOOG,7/7/2009,408.24,409.19,395.98,396.63,3259300,396.63
GOOG,7/6/2009,406.5,410.64,401.66,409.61,2262600,409.61
GOOG,7/2/2009,415.41,415.41,406.81,408.49,2517600,408.49
GOOG,7/1/2009,424.2,426.4,418.15,418.99,2310800,418.99
GOOG,6/30/2009,424,427.21,418.22,421.59,2593900,421.59
GOOG,6/29/2009,426,427.8,422.24,424.14,2169300,424.14
GOOG,6/26/2009,413.68,428.23,413.11,425.32,3256700,425.32
GOOG,6/25/2009,407,415.9,406.51,415.77,3044500,415.77
GOOG,6/24/2009,408.74,412.23,406.56,409.29,2457800,409.29
GOOG,6/23/2009,406.65,408.99,402.55,405.68,2899600,405.68
GOOG,6/22/2009,416.95,417.49,401.89,407.35,4124400,407.35
GOOG,6/19/2009,418.21,420.46,414.58,420.09,4259100,420.09
GOOG,6/18/2009,415.68,418.69,413,414.06,3085200,414.06
GOOG,6/17/2009,416.19,419.72,411.56,415.16,3490100,415.16
GOOG,6/16/2009,419.31,421.09,415.42,416,3049700,416
GOOG,6/15/2009,421.5,421.5,414,416.77,3736900,416.77
GOOG,6/12/2009,426.86,427.7,421.21,424.84,2918400,424.84
GOOG,6/11/2009,431.77,433.73,428.37,429,2865200,429
GOOG,6/10/2009,436.23,437.89,426.67,432.6,3358900,432.6
GOOG,6/9/2009,438.58,440.5,431.76,435.62,3254900,435.62
GOOG,6/8/2009,439.5,440.92,434.12,438.77,3098700,438.77
GOOG,6/5/2009,445.07,447.34,439.46,444.32,3680800,444.32
GOOG,6/4/2009,435.3,441.24,434.5,440.28,3638100,440.28
GOOG,6/3/2009,426,432.46,424,431.65,3532800,431.65
GOOG,6/2/2009,426.25,429.96,423.4,428.4,2623600,428.4
GOOG,6/1/2009,418.73,429.6,418.53,426.56,3322400,426.56
GOOG,5/29/2009,412.11,417.23,410.7,417.23,2648200,417.23
GOOG,5/28/2009,408.68,411.62,404.61,410.4,2668800,410.4
GOOG,5/27/2009,405.64,411.86,404.81,405.56,3034300,405.56
GOOG,5/26/2009,391.95,405,390,404.36,3104500,404.36
GOOG,5/22/2009,396.66,398.65,392,393.5,1718600,393.5
GOOG,5/21/2009,396.3,402.84,393.84,396.5,2719800,396.5
GOOG,5/20/2009,402.09,405.67,395,397.18,2284000,397.18
GOOG,5/19/2009,396.1,401.64,393,398.88,2837500,398.88
GOOG,5/18/2009,394.73,397.31,385.4,396.84,3351700,396.84
GOOG,5/15/2009,391.1,394.11,389.09,390,3008700,390
GOOG,5/14/2009,388.8,392.21,384.69,387.5,2937000,387.5
GOOG,5/13/2009,394.09,396.39,388.35,389.54,2842800,389.54
GOOG,5/12/2009,410.01,410.99,395.11,399.01,3790800,399.01
GOOG,5/11/2009,402.8,412,401.2,407.98,2559300,407.98
GOOG,5/8/2009,402.85,410.13,395,407.33,3865100,407.33
GOOG,5/7/2009,404.1,404.99,392.5,396.61,2999800,396.61
GOOG,5/6/2009,406.79,408.28,401,403.47,2632900,403.47
GOOG,5/5/2009,399.98,405,397.25,402.99,2400800,402.99
GOOG,5/4/2009,398.17,402.4,394.79,401.98,3203000,401.98
GOOG,5/1/2009,395.03,397.59,391.55,393.69,2427700,393.69
GOOG,4/30/2009,395.76,403.75,394.8,395.97,4355700,395.97
GOOG,4/29/2009,385.97,394.97,385.83,391.47,3610000,391.47
GOOG,4/28/2009,383.75,389.05,381.54,383.71,2943600,383.71
GOOG,4/27/2009,384.34,389.49,382.75,385.95,2290600,385.95
GOOG,4/24/2009,386.05,393.18,380.5,389.49,3385400,389.49
GOOG,4/23/2009,387.51,389.75,381.11,384.69,2609000,384.69
GOOG,4/22/2009,381.75,390,379.01,383.86,3501800,383.86
GOOG,4/21/2009,376.17,384.3,376.1,381.47,3695400,381.47
GOOG,4/20/2009,386.15,390.65,375.89,379.3,4428900,379.3
GOOG,4/17/2009,386.02,399.82,384.81,392.24,10730800,392.24
GOOG,4/16/2009,381.5,392.9,381.02,388.74,10185100,388.74
GOOG,4/15/2009,367.1,381.06,364.16,379.5,4930700,379.5
GOOG,4/14/2009,376.94,376.99,365.6,368.91,3428600,368.91
GOOG,4/13/2009,371.33,379.1,370.3,378.11,3050100,378.11
GOOG,4/9/2009,369.5,374.35,366.25,372.5,3382600,372.5
GOOG,4/8/2009,363.5,365,356.21,362,2765200,362
GOOG,4/7/2009,362.6,363.75,355.31,358.65,3680100,358.65
GOOG,4/6/2009,367,369.82,361.4,368.24,3280300,368.24
GOOG,4/3/2009,364.5,371.72,358,369.78,3789800,369.78
GOOG,4/2/2009,363.31,369.76,360.32,362.5,4488000,362.5
GOOG,4/1/2009,343.78,355.24,340.61,354.09,3301200,354.09
GOOG,3/31/2009,348.93,353.51,346.18,348.06,3655300,348.06
GOOG,3/30/2009,342.55,343.81,336.05,342.69,3094100,342.69
GOOG,3/27/2009,350,352,345.47,347.7,3322800,347.7
GOOG,3/26/2009,353.13,359.16,348.5,353.29,6003300,353.29
GOOG,3/25/2009,350.4,351.34,336.25,344.07,4336300,344.07
GOOG,3/24/2009,346.5,353.84,344,347.17,3820000,347.17
GOOG,3/23/2009,333.56,349.45,333.03,348.6,4271500,348.6
GOOG,3/20/2009,330.3,332.99,326.34,330.16,4737900,330.16
GOOG,3/19/2009,331.68,336,327.38,329.94,4111200,329.94
GOOG,3/18/2009,334.81,340,328.05,333.1,5012200,333.1
GOOG,3/17/2009,320.18,335.34,319.09,335.34,4712500,335.34
GOOG,3/16/2009,325.99,329.73,318.59,319.69,4946800,319.69
GOOG,3/13/2009,326.1,327.46,319.03,324.42,3906400,324.42
GOOG,3/12/2009,317.54,325,313.65,323.53,5024100,323.53
GOOG,3/11/2009,310.1,320,305.71,317.91,5923600,317.91
GOOG,3/10/2009,298.25,310.5,294.25,308.17,6730200,308.17
GOOG,3/9/2009,299.98,306.57,289.45,290.89,6471300,290.89
GOOG,3/6/2009,307.22,310.19,294.25,308.57,7234200,308.57
GOOG,3/5/2009,316.48,319.08,302.64,305.64,6529900,305.64
GOOG,3/4/2009,323.16,329,315.38,318.92,7818400,318.92
GOOG,3/3/2009,330.07,333.69,322.35,325.48,6524800,325.48
GOOG,3/2/2009,333.33,340.7,326,327.16,5788500,327.16
GOOG,2/27/2009,332.95,343.82,331.11,337.99,5420000,337.99
GOOG,2/26/2009,345.96,352.49,337.16,337.18,5605600,337.18
GOOG,2/25/2009,342.15,352.3,338.92,341.64,6439100,341.64
GOOG,2/24/2009,331.02,349.62,330.89,345.45,6095900,345.45
GOOG,2/23/2009,347,349.8,329.55,330.06,5221100,330.06
GOOG,2/20/2009,338.05,348.92,335,346.45,6217100,346.45
GOOG,2/19/2009,357.47,359.8,341.41,342.64,4988700,342.64
GOOG,2/18/2009,347.24,353.38,340.52,353.11,6024500,353.11
GOOG,2/17/2009,346.51,347.09,339.69,342.66,5680400,342.66
GOOG,2/13/2009,362.19,362.99,355.23,357.68,4146700,357.68
GOOG,2/12/2009,353.16,363.62,351.48,363.05,5550300,363.05
GOOG,2/11/2009,358.95,365,353,358.04,5231600,358.04
GOOG,2/10/2009,375.98,377.5,357.89,358.51,7103700,358.51
GOOG,2/9/2009,371.28,381,367.3,378.77,4977300,378.77
GOOG,2/6/2009,356.46,373.81,355.44,371.28,7038100,371.28
GOOG,2/5/2009,340.91,355.38,337,353.72,7264400,353.72
GOOG,2/4/2009,340.07,354.44,339.17,343,6817400,343
GOOG,2/3/2009,342.57,343,333.83,340.45,6556500,340.45
GOOG,2/2/2009,334.29,345,332,340.57,5206900,340.57
GOOG,1/30/2009,344.69,348.8,336,338.53,4672000,338.53
GOOG,1/29/2009,344.54,345.05,340.11,343.32,7283800,343.32
GOOG,1/28/2009,337.98,352.33,336.31,348.67,7691400,348.67
GOOG,1/27/2009,326.45,333.87,324.27,331.48,4927300,331.48
GOOG,1/26/2009,324.85,328,320.56,323.87,4610700,323.87
GOOG,1/23/2009,309.27,331.96,304.22,324.7,10732800,324.7
GOOG,1/22/2009,298.04,309.35,295.15,306.5,8267000,306.5
GOOG,1/21/2009,288.35,303.5,288.35,303.08,4924500,303.08
GOOG,1/20/2009,299.14,299.5,282.75,282.75,5048200,282.75
GOOG,1/16/2009,305.02,308.25,295.7,299.67,5224400,299.67
GOOG,1/15/2009,297.57,303.58,286.79,298.99,5934500,298.99
GOOG,1/14/2009,310,313.8,297.75,300.97,5467900,300.97
GOOG,1/13/2009,311.77,320.6,310.39,314.32,4432500,314.32
GOOG,1/12/2009,316.31,318.95,310.23,312.69,3304300,312.69
GOOG,1/9/2009,327.5,327.5,313.4,315.07,4340500,315.07
GOOG,1/8/2009,318.28,325.19,317.34,325.19,3600700,325.19
GOOG,1/7/2009,328.32,330.91,318.75,322.01,4494500,322.01
