Sym,Date,Open,High,Low,Close,Volume,Adj Close
GOOG,1/6/2009,332.98,340.8,326.39,334.06,6425200,334.06
GOOG,1/5/2009,321,331.24,315,328.05,4889000,328.05
GOOG,1/2/2009,308.6,321.82,305.5,321.32,3610500,321.32
GOOG,12/31/2008,304.2,311,302.61,307.65,2886800,307.65
GOOG,12/30/2008,300.8,306.81,298.71,303.11,3843500,303.11
GOOG,12/29/2008,300.22,301.38,291.58,297.42,3701900,297.42
GOOG,12/26/2008,304.07,305.26,298.31,300.36,1959100,300.36
GOOG,12/24/2008,301.48,306.34,298.38,302.95,1921500,302.95
GOOG,12/23/2008,300.43,303.31,296.67,298.02,3777700,298.02
GOOG,12/22/2008,308.56,309.5,290.63,297.11,3917600,297.11
GOOG,12/19/2008,310.99,317.79,309,310.17,5612600,310.17
GOOG,12/18/2008,316.7,320.35,309.11,310.28,4763500,310.28
GOOG,12/17/2008,318.64,322.13,312.42,315.24,5789700,315.24
GOOG,12/16/2008,314.52,329.5,311.27,325.28,7059600,325.28
GOOG,12/15/2008,314.01,318.49,305.11,310.67,6737900,310.67
GOOG,12/12/2008,295.71,316.47,294,315.76,5722100,315.76
GOOG,12/11/2008,304.17,312.88,297.8,300.22,6179200,300.22
GOOG,12/10/2008,309.24,314.9,304.51,308.82,5237000,308.82
GOOG,12/9/2008,297.69,318,297.01,305.97,6889900,305.97
GOOG,12/8/2008,289.99,309.44,282,302.11,8144300,302.11
GOOG,12/5/2008,271.02,284.24,264.02,283.99,6521200,283.99
GOOG,12/4/2008,276.53,283.49,268.77,274.34,4886600,274.34
GOOG,12/3/2008,269.85,281.36,265.34,279.43,5904800,279.43
GOOG,12/2/2008,269.73,277.78,262.58,275.11,5839700,275.11
GOOG,12/1/2008,286.68,287.38,265.98,265.99,5711200,265.99
GOOG,11/28/2008,290.58,296.45,288.28,292.96,2565500,292.96
GOOG,11/26/2008,280.28,295.46,276.2,292.09,6356600,292.09
GOOG,11/25/2008,268.68,286.66,267.32,282.05,10771200,282.05
GOOG,11/24/2008,269.26,269.95,249.01,257.44,10054700,257.44
GOOG,11/21/2008,262.51,269.37,247.3,262.43,10244500,262.43
GOOG,11/20/2008,274.89,282.94,259.04,259.56,9779400,259.56
GOOG,11/19/2008,295.39,300.19,278.58,280.18,7834600,280.18
GOOG,11/18/2008,301.57,303.73,285.35,297.42,8346100,297.42
GOOG,11/17/2008,303,310.16,297.95,300.12,7543800,300.12
GOOG,11/14/2008,303.25,324.99,302.56,310.02,9517100,310.02
GOOG,11/13/2008,291.77,313,280,312.08,13234700,312.08
GOOG,11/12/2008,302.05,312.49,287.76,291,10051100,291
GOOG,11/11/2008,308.69,316.3,300.52,311.46,10146600,311.46
GOOG,11/10/2008,328,329.44,309.47,318.78,8080100,318.78
GOOG,11/7/2008,333.12,341.15,325.33,331.14,4681300,331.14
GOOG,11/6/2008,339.97,344.42,325.81,331.22,8574800,331.22
GOOG,11/5/2008,362.15,368.88,341.31,342.24,6946500,342.24
GOOG,11/4/2008,353.44,372.36,345.5,366.94,7349900,366.94
GOOG,11/3/2008,357.58,362.99,341.43,346.49,5954500,346.49
GOOG,10/31/2008,356.16,371.96,354.27,359.36,7423300,359.36
GOOG,10/30/2008,368.46,372,358.37,359.69,7988900,359.69
GOOG,10/29/2008,365.79,371,352.37,358,9756600,358
GOOG,10/28/2008,339.05,369.31,328.51,368.75,8105400,368.75
GOOG,10/27/2008,334.81,343,325.6,329.49,6200700,329.49
GOOG,10/24/2008,326.47,350.47,324.74,339.29,7359000,339.29
GOOG,10/23/2008,353.65,358,337.99,352.32,6478900,352.32
GOOG,10/22/2008,356.99,369.69,344,355.67,6560000,355.67
GOOG,10/21/2008,372.39,383.78,362,362.75,5782000,362.75
GOOG,10/20/2008,379.75,380.98,359.59,379.32,6753400,379.32
GOOG,10/17/2008,378.96,386,363.55,372.54,14249200,372.54
GOOG,10/16/2008,332.76,356.5,309.44,353.02,16239700,353.02
GOOG,10/15/2008,354.65,359,338.83,339.17,6721400,339.17
GOOG,10/14/2008,393.53,394.5,357,362.71,7784800,362.71
GOOG,10/13/2008,355.79,381.95,345.75,381.02,8905500,381.02
GOOG,10/10/2008,313.16,341.89,310.3,332,10597800,332
GOOG,10/9/2008,344.52,348.57,321.67,328.98,8075000,328.98
GOOG,10/8/2008,330.16,358.99,326.11,338.11,11826400,338.11
GOOG,10/7/2008,373.33,374.98,345.37,346.01,11054400,346.01
GOOG,10/6/2008,373.98,375.99,357.16,371.21,11220600,371.21
GOOG,10/3/2008,397.35,412.5,383.07,386.91,7992900,386.91
GOOG,10/2/2008,409.79,409.98,386,390.49,5984900,390.49
GOOG,10/1/2008,411.15,416.98,403.1,411.72,6234800,411.72
GOOG,9/30/2008,395.98,425.08,392.32,400.52,3086300,400.52
GOOG,9/29/2008,419.51,423.51,380.71,381,10762900,381
GOOG,9/26/2008,428,437.16,421.03,431.04,5292500,431.04
GOOG,9/25/2008,438.84,450,435.98,439.6,5020300,439.6
GOOG,9/24/2008,430.34,445,430.11,435.11,4242000,435.11
GOOG,9/23/2008,433.25,440.79,425.72,429.27,5204200,429.27
GOOG,9/22/2008,454.13,454.13,429,430.14,4407300,430.14
GOOG,9/19/2008,461,462.07,443.28,449.15,10006000,449.15
GOOG,9/18/2008,422.64,439.18,410.5,439.08,8589400,439.08
GOOG,9/17/2008,438.48,439.14,413.44,414.49,9126900,414.49
GOOG,9/16/2008,425.96,449.28,425.49,442.93,6990700,442.93
GOOG,9/15/2008,424,441.97,423.71,433.86,6567400,433.86
GOOG,9/12/2008,430.21,441.99,429,437.66,6028000,437.66
GOOG,9/11/2008,408.35,435.09,406.38,433.75,6471400,433.75
GOOG,9/10/2008,424.47,424.48,409.68,414.16,6226800,414.16
GOOG,9/9/2008,423.17,432.38,415,418.66,7229600,418.66
GOOG,9/8/2008,452.02,452.94,417.55,419.95,9017900,419.95
GOOG,9/5/2008,445.49,452.46,440.08,444.25,4534300,444.25
GOOG,9/4/2008,460,463.24,449.4,450.26,4848500,450.26
GOOG,9/3/2008,468.73,474.29,459.58,464.41,4314600,464.41
GOOG,9/2/2008,476.77,482.18,461.42,465.25,6111500,465.25
GOOG,8/29/2008,469.75,471.01,462.33,463.29,3848200,463.29
GOOG,8/28/2008,472.49,476.45,470.33,473.78,3029700,473.78
GOOG,8/27/2008,473.73,474.83,464.84,468.58,4387100,468.58
GOOG,8/26/2008,483.46,483.46,470.59,474.16,3308200,474.16
GOOG,8/25/2008,486.11,497,481.5,483.01,2014300,483.01
GOOG,8/22/2008,491.5,494.88,489.48,490.59,2297200,490.59
GOOG,8/21/2008,482.92,489.9,479.27,486.53,3514100,486.53
GOOG,8/20/2008,494.72,496.69,482.57,485,3982100,485
GOOG,8/19/2008,490.43,498.28,486.63,490.5,3046500,490.5
GOOG,8/18/2008,509.84,510,495.51,498.3,3333900,498.3
GOOG,8/15/2008,506.99,510.66,505.5,510.15,3545700,510.15
GOOG,8/14/2008,497.7,507.61,496.29,505.49,2918600,505.49
GOOG,8/13/2008,501.6,503.54,493.88,500.03,3625500,500.03
GOOG,8/12/2008,502,506.13,498,502.61,2755700,502.61
GOOG,8/11/2008,492.47,508.88,491.78,500.84,4239300,500.84
GOOG,8/8/2008,480.15,495.75,475.69,495.01,3739300,495.01
GOOG,8/7/2008,482,484,476.41,479.12,2773800,479.12
GOOG,8/6/2008,478.37,489.77,472.51,486.34,3375800,486.34
GOOG,8/5/2008,467.59,480.08,466.33,479.85,3584500,479.85
GOOG,8/4/2008,468.12,473.01,461.9,463,2487000,463
GOOG,8/1/2008,472.51,473.22,462.5,467.86,3007900,467.86
GOOG,7/31/2008,474.56,480.89,471.44,473.75,2865100,473.75
GOOG,7/30/2008,485.5,486.02,472.81,482.7,3490700,482.7
GOOG,7/29/2008,479.3,487.26,478,483.11,2802800,483.11
GOOG,7/28/2008,492.09,492.09,475.13,477.12,3160000,477.12
GOOG,7/25/2008,486.49,493.13,481.5,491.98,3183500,491.98
GOOG,7/24/2008,496.7,496.87,475.62,475.62,3540900,475.62
GOOG,7/23/2008,481.61,497.23,478.1,489.22,4894100,489.22
GOOG,7/22/2008,466.72,480.25,465.6,477.11,4691500,477.11
GOOG,7/21/2008,480.88,484.09,465.7,468.8,5901500,468.8
GOOG,7/18/2008,498.35,498.98,478.19,481.32,11292400,481.32
GOOG,7/17/2008,534.16,537.05,524.5,533.44,8787400,533.44
GOOG,7/16/2008,514.04,536.5,510.6,535.6,4742200,535.6
GOOG,7/15/2008,516.28,527.5,501.1,516.09,6071000,516.09
GOOG,7/14/2008,539,540.06,515.45,521.62,4424800,521.62
GOOG,7/11/2008,536.5,539.5,519.43,533.8,4981400,533.8
GOOG,7/10/2008,545,549.5,530.72,540.57,4331700,540.57
GOOG,7/9/2008,550.76,555.68,540.73,541.55,4154000,541.55
GOOG,7/8/2008,545.99,555.19,540,554.53,4932400,554.53
GOOG,7/7/2008,542.3,549,535.6,543.91,4255200,543.91
GOOG,7/3/2008,530.88,539.23,527.5,537,2400500,537
GOOG,7/2/2008,536.51,540.38,526.06,527.04,4223000,527.04
GOOG,7/1/2008,519.58,536.72,517,534.73,4959900,534.73
GOOG,6/30/2008,532.47,538,523.06,526.42,3765300,526.42
GOOG,6/27/2008,527.68,530,515.09,528.07,5447500,528.07
GOOG,6/26/2008,544.1,544.93,528.26,528.82,5659500,528.82
GOOG,6/25/2008,544.97,557.8,543.67,551,4122200,551
GOOG,6/24/2008,545.14,551.19,535.1,542.3,4672600,542.3
GOOG,6/23/2008,545.36,553.15,542.02,545.21,3635900,545.21
GOOG,6/20/2008,556.98,556.98,544.51,546.43,5983100,546.43
GOOG,6/19/2008,555.35,563.78,550.81,560.2,5683100,560.2
GOOG,6/18/2008,564.51,568.99,559.16,562.38,3381200,562.38
GOOG,6/17/2008,576.35,578.07,568.38,569.46,3462900,569.46
GOOG,6/16/2008,566.5,579.1,566.5,572.81,3542800,572.81
GOOG,6/13/2008,561.49,575.7,561.34,571.51,6184400,571.51
GOOG,6/12/2008,548.76,558,546.88,552.95,5491600,552.95
GOOG,6/11/2008,556.24,557.34,544.46,545.2,3812900,545.2
GOOG,6/10/2008,549.56,558.82,546.78,554.17,3657400,554.17
GOOG,6/9/2008,568.06,570,545.4,557.87,5288300,557.87
GOOG,6/6/2008,579.75,580.72,567,567,4734500,567
GOOG,6/5/2008,577.08,588.04,576.21,586.3,3916700,586.3
GOOG,6/4/2008,565.33,578,564.55,572.22,3363200,572.22
GOOG,6/3/2008,576.5,580.5,560.61,567.3,4305300,567.3
GOOG,6/2/2008,582.5,583.89,571.27,575,3674200,575
GOOG,5/30/2008,583.47,589.92,581.3,585.8,3225200,585.8
GOOG,5/29/2008,574.79,585.88,573.2,583,4845000,583
GOOG,5/28/2008,567.94,571.49,561.1,568.24,4050400,568.24
GOOG,5/27/2008,544.96,562.6,543.85,560.9,3865500,560.9
GOOG,5/23/2008,546.96,553,537.81,544.62,4431500,544.62
GOOG,5/22/2008,551.95,554.21,540.25,549.46,5076300,549.46
GOOG,5/21/2008,578.52,581.41,547.89,549.99,6468100,549.99
GOOG,5/20/2008,574.63,582.48,572.91,578.6,3313600,578.6
GOOG,5/19/2008,578.55,588.88,573.52,577.52,5604500,577.52
GOOG,5/16/2008,581.43,584.68,578.32,580.07,4274100,580.07
GOOG,5/15/2008,579,582.95,575.61,581,4342700,581
GOOG,5/14/2008,586.49,591.19,575.25,576.3,4375800,576.3
GOOG,5/13/2008,586.23,587.95,578.55,583,5163500,583
GOOG,5/12/2008,574.75,586.75,568.91,584.94,4863900,584.94
GOOG,5/9/2008,579,585,571.3,573.2,4484900,573.2
GOOG,5/8/2008,586.2,589.3,578.91,583.01,5122900,583.01
GOOG,5/7/2008,590.27,599.49,576.43,579,6613000,579
GOOG,5/6/2008,591,592,583,586.36,4629300,586.36
GOOG,5/5/2008,598.86,599,587.13,594.9,6281000,594.9
GOOG,5/2/2008,598.49,602.45,579.3,581.29,6998800,581.29
GOOG,5/1/2008,578.31,594.93,576.97,593.08,6602800,593.08
GOOG,4/30/2008,562.21,584.86,558.47,574.29,7903000,574.29
GOOG,4/29/2008,550.83,563.4,550.01,558.47,4346000,558.47
GOOG,4/28/2008,545.88,556.81,539,552.12,4008600,552.12
GOOG,4/25/2008,549.02,553,542.73,544.06,4164400,544.06
GOOG,4/24/2008,551.29,554.49,540.02,543.04,4135100,543.04
GOOG,4/23/2008,557.94,559.31,540.95,546.49,4921500,546.49
GOOG,4/22/2008,537.57,560.83,537.56,555,7938500,555
GOOG,4/21/2008,539.39,542.59,530.29,537.79,7439700,537.79
GOOG,4/18/2008,535.21,547.7,524.77,539.41,18235600,539.41
GOOG,4/17/2008,455.63,459.37,446.52,449.54,13353000,449.54
GOOG,4/16/2008,444.4,458.28,441,455.03,7630700,455.03
GOOG,4/15/2008,458.13,459.72,443.72,446.84,4577600,446.84
GOOG,4/14/2008,457.16,457.45,450.15,451.66,3842600,451.66
GOOG,4/11/2008,464.07,467.26,455.01,457.45,4169700,457.45
GOOG,4/10/2008,464.96,473.86,461.85,469.08,5072400,469.08
GOOG,4/9/2008,469.13,472,457.54,464.19,6048100,464.19
GOOG,4/8/2008,473.04,474.14,462.01,467.81,4547000,467.81
GOOG,4/7/2008,477.03,485.44,473.53,476.82,5943500,476.82
GOOG,4/4/2008,457.01,477.83,456.2,471.09,5897200,471.09
GOOG,4/3/2008,461.73,463.29,448.13,455.12,6778400,455.12
GOOG,4/2/2008,469.9,475.74,460.39,465.7,5999000,465.7
GOOG,4/1/2008,447.74,466.5,446.87,465.71,6093100,465.71
GOOG,3/31/2008,435.64,442.69,432.01,440.47,4446400,440.47
GOOG,3/28/2008,447.46,453.57,434.31,438.08,4376200,438.08
GOOG,3/27/2008,446,448.61,440.49,444.08,5832200,444.08
GOOG,3/26/2008,452.59,462.87,449.29,458.19,5225700,458.19
GOOG,3/25/2008,457.46,457.47,446,450.78,5831600,450.78
GOOG,3/24/2008,438.43,465.78,437.72,460.56,6763500,460.56
GOOG,3/20/2008,427.32,435.7,417.5,433.55,9913400,433.55
GOOG,3/19/2008,441.11,447.5,431.67,432,6179000,432
GOOG,3/18/2008,428.98,440.84,425.53,439.16,7237200,439.16
GOOG,3/17/2008,427.99,433.71,412.11,419.87,7888200,419.87
GOOG,3/14/2008,442.98,449.34,430.62,437.92,6574400,437.92
GOOG,3/13/2008,432.67,446.98,428.78,443.01,7726600,443.01
GOOG,3/12/2008,440.01,447.88,438.07,440.18,6651900,440.18
GOOG,3/11/2008,425.26,440.15,424.65,439.84,8826900,439.84
GOOG,3/10/2008,428.83,431,413.04,413.62,7987600,413.62
GOOG,3/7/2008,428.88,440,426.24,433.35,8071800,433.35
GOOG,3/6/2008,447.69,453.3,431.18,432.7,7470100,432.7
GOOG,3/5/2008,445.25,454.17,444,447.7,7436600,447.7
GOOG,3/4/2008,450.95,453.36,435.78,444.6,13621700,444.6
GOOG,3/3/2008,471.51,472.72,450.11,457.02,7554500,457.02
GOOG,2/29/2008,471.87,479.74,464.65,471.18,9425400,471.18
GOOG,2/28/2008,470.5,479.09,467.36,475.39,6586900,475.39
GOOG,2/27/2008,460.13,475.49,459.64,472.86,10121900,472.86
GOOG,2/26/2008,461.2,466.47,446.85,464.19,23287300,464.19
GOOG,2/25/2008,505.95,506.5,485.74,486.44,8372800,486.44
GOOG,2/22/2008,502.06,509,497.55,507.8,5515900,507.8
GOOG,2/21/2008,512.85,513.21,499.5,502.86,5677800,502.86
GOOG,2/20/2008,503.51,511.01,498.82,509,6662200,509
GOOG,2/19/2008,534.94,535.06,506.5,508.95,6350400,508.95
GOOG,2/15/2008,528.31,532.66,524.33,529.64,5240100,529.64
GOOG,2/14/2008,538.35,541.04,531,532.25,6476700,532.25
GOOG,2/13/2008,522.5,534.99,518.69,534.62,6624700,534.62
GOOG,2/12/2008,523.39,530.6,513.03,518.09,6662300,518.09
GOOG,2/11/2008,520.52,523.71,513.4,521.16,5826000,521.16
GOOG,2/8/2008,509.41,517.73,508.7,516.69,6828900,516.69
GOOG,2/7/2008,496.86,514.19,494.76,504.95,7928900,504.95
GOOG,2/6/2008,511.14,511.17,497.93,501.71,7636400,501.71
GOOG,2/5/2008,489.43,509,488.52,506.8,11203300,506.8
GOOG,2/4/2008,509.07,512.78,492.55,495.43,13157100,495.43
GOOG,2/1/2008,528.67,536.67,510,515.9,17600500,515.9
GOOG,1/31/2008,539.01,573,534.29,564.3,14871300,564.3
GOOG,1/30/2008,549.19,560.43,543.51,548.27,7939600,548.27
GOOG,1/29/2008,560.47,561.33,540.67,550.52,6283000,550.52
GOOG,1/28/2008,570.97,572.24,548.6,555.98,5816700,555.98
GOOG,1/25/2008,591.81,595,566.18,566.4,6966000,566.4
GOOG,1/24/2008,558.8,579.69,554.14,574.49,9400900,574.49
GOOG,1/23/2008,560.71,568,519,548.62,16965700,548.62
GOOG,1/22/2008,562.03,597.5,561.2,584.35,9501500,584.35
GOOG,1/18/2008,608.36,609.99,598.45,600.25,8539600,600.25
GOOG,1/17/2008,620.76,625.74,598.01,600.79,8216800,600.79
GOOG,1/16/2008,628.97,639.99,601.93,615.95,10560000,615.95
GOOG,1/15/2008,645.9,649.05,635.38,637.65,5568200,637.65
GOOG,1/14/2008,651.14,657.4,645.25,653.82,4447500,653.82
GOOG,1/11/2008,642.7,649.47,630.11,638.25,4977000,638.25
GOOG,1/10/2008,645.01,657.2,640.11,646.73,6334200,646.73
GOOG,1/9/2008,630.04,653.34,622.51,653.2,6739700,653.2
GOOG,1/8/2008,653,659.96,631,631.68,5339100,631.68
GOOG,1/7/2008,653.94,662.28,637.35,649.25,6403400,649.25
GOOG,1/4/2008,679.69,680.96,655,657,5359800,657
GOOG,1/3/2008,685.26,686.85,676.52,685.33,3252500,685.33
GOOG,1/2/2008,692.87,697.37,677.73,685.19,4306900,685.19
GOOG,12/31/2007,698.57,702.49,690.58,691.48,2376200,691.48
GOOG,12/28/2007,704.93,707.95,696.54,702.53,2562700,702.53
GOOG,12/27/2007,707.07,716,700.74,700.74,2942500,700.74
GOOG,12/26/2007,698.99,713.22,698.21,710.84,2530000,710.84
GOOG,12/24/2007,694.99,700.73,693.06,700.73,1628400,700.73
GOOG,12/21/2007,697.88,699.26,693.24,696.69,5382000,696.69
GOOG,12/20/2007,685.83,691,680.61,689.69,4422200,689.69
GOOG,12/19/2007,674.21,679.5,669,677.37,4421100,677.37
GOOG,12/18/2007,674.16,676.71,652.5,673.35,7166700,673.35
GOOG,12/17/2007,688,695.42,663.67,669.23,5486000,669.23
GOOG,12/14/2007,687.51,699.7,687.26,689.96,3673500,689.96
GOOG,12/13/2007,696.31,697.62,681.21,694.05,5040800,694.05
GOOG,12/12/2007,714,714.32,688.5,699.35,6159100,699.35
GOOG,12/11/2007,719.94,720.99,698.78,699.2,6139100,699.2
GOOG,12/10/2007,715.99,724.8,714,718.42,3856200,718.42
GOOG,12/7/2007,714.99,718,710.5,714.87,3852100,714.87
GOOG,12/6/2007,697.8,716.56,697.01,715.26,4909000,715.26
GOOG,12/5/2007,692.73,698.93,687.5,698.51,4209600,698.51
GOOG,12/4/2007,678.31,692,677.12,684.16,4231800,684.16
GOOG,12/3/2007,691.01,695,681.14,681.53,4325100,681.53
GOOG,11/30/2007,711,711.06,682.11,693,7895500,693
GOOG,11/29/2007,690.75,702.79,687.77,697,6208000,697
GOOG,11/28/2007,682.11,694.3,672.14,692.26,7916500,692.26
GOOG,11/27/2007,674.8,676.43,650.26,673.57,8904500,673.57
GOOG,11/26/2007,680.2,693.4,665,666,6790100,666
GOOG,11/23/2007,670,678.28,668.11,676.7,2738700,676.7
GOOG,11/21/2007,643.77,669.97,642.08,660.52,7013500,660.52
GOOG,11/20/2007,636.48,659.1,632.87,648.54,9840600,648.54
GOOG,11/19/2007,629.59,636.77,618.5,625.85,5527400,625.85
GOOG,11/16/2007,633.94,635.49,616.02,633.63,9042800,633.63
GOOG,11/15/2007,638.57,647.5,624,629.65,6967700,629.65
GOOG,11/14/2007,673.28,675.49,636.27,641.68,8094700,641.68
GOOG,11/13/2007,644.99,660.92,632.07,660.55,8426100,660.55
GOOG,11/12/2007,657.74,669.93,626.21,632.07,10227300,632.07
GOOG,11/9/2007,675.78,681.88,661.21,663.97,11388100,663.97
GOOG,11/8/2007,734.6,734.89,677.18,693.84,16512200,693.84
GOOG,11/7/2007,741.13,747.24,723.14,732.94,8252900,732.94
GOOG,11/6/2007,737.56,741.79,725,741.79,8436300,741.79
GOOG,11/5/2007,706.99,730.23,706.07,725.65,8883700,725.65
GOOG,11/2/2007,710.51,713.58,697.34,711.25,5841500,711.25
GOOG,11/1/2007,702.79,713.72,701.78,703.21,6527200,703.21
GOOG,10/31/2007,700.69,707,696.04,707,6876800,707
GOOG,10/30/2007,677.51,699.91,677.51,694.77,6900600,694.77
GOOG,10/29/2007,677.77,680,672.09,679.23,3066300,679.23
GOOG,10/26/2007,674.03,676.54,668.06,674.6,3353900,674.6
GOOG,10/25/2007,678.68,678.97,663.55,668.51,5795500,668.51
GOOG,10/24/2007,672.71,677.47,659.56,675.82,7404200,675.82
GOOG,10/23/2007,661.25,677.6,660,675.77,6793700,675.77
GOOG,10/22/2007,638.67,655,636.28,650.75,6664400,650.75
GOOG,10/19/2007,654.56,658.49,643.23,644.71,15789000,644.71
GOOG,10/18/2007,635.41,641.37,628.5,639.62,12289200,639.62
GOOG,10/17/2007,630.45,634,621.59,633.48,6030500,633.48
GOOG,10/16/2007,618.49,625.92,611.99,616,6025300,616
GOOG,10/15/2007,638.47,639.86,615.55,620.11,6943800,620.11
GOOG,10/12/2007,623.98,638.4,618.24,637.39,6823700,637.39
GOOG,10/11/2007,633.64,641.41,609,622,11799000,622
GOOG,10/10/2007,621.36,625.68,616.8,625.39,5385600,625.39
GOOG,10/9/2007,615.11,623.78,608.39,615.18,8767800,615.18
